Repeat(2),Piano,Lab2	Piano,-	-
		
	Mib3	
		
	Lab3	
		
	Mib3	
		
	Sib3	
		
	Mib3	
		
	Si3	
		
		
		
		
		
EndRepeat,Mi2	-	-
		
	Si2	
		
	Lab3	
		
	Si2	
		
	Sib3	
		
	Si2	
		
	Si3	
		
		
		
		
		
Mi2	-	-
		
	Si2	
		
	Lab3	
		
	Si2	
		
	Sib3	
		
	Si2	sfx(sfx_open_hihat)
		sfx(sfx_open_hihat)
	Si3	
		sfx(sfx_open_hihat)
		
		sfx(sfx_open_hihat)
		sfx(sfx_open_hihat)
		sfx(sfx_open_hihat)
Repeat(2),-	Lab2	sfx(SFX_DRUM_SHORT_RE)
		
	Mib3	
		
Mib5	Lab3	sfx(sfx_open_hihat)
		
	Mib3	
		
Reb5	Sib3	
		
	Mib3	sfx(SFX_DRUM_SHORT_RE)
		
Si4	Si3	sfx(sfx_open_hihat)
		
		
		
EndRepeat,Sib4	Mi2	sfx(SFX_DRUM_SHORT_RE)
		
	Si2	
		
	Lab3	sfx(sfx_open_hihat)
		
	Si2	
		
Lab4	Sib3	
		
	Si2	sfx(SFX_DRUM_SHORT_RE)
		
	Si3	sfx(sfx_open_hihat)
		
		
		
Fa#4	Fa#2	sfx(SFX_DRUM_SHORT_RE)
		
	Do#3	
		
	Fa#3	sfx(sfx_open_hihat)
		
	Do#3	
		
Sol#4	Sol#3	
		
	Do#3	sfx(SFX_DRUM_SHORT_RE)
		
Fa#4	Sib3	sfx(sfx_open_hihat)
		
		
		
Sol#4	Lab2	sfx(SFX_DRUM_SHORT_RE)
		
	Mib3	
		
	Lab3	sfx(sfx_open_hihat)
		
	Mib3	
		
-	Sib3	
		
	Mib3	sfx(SFX_DRUM_SHORT_RE)
		
	Si3	sfx(sfx_open_hihat)
		
		
		
Lab2	-	sfx(SFX_DRUM_SHORT_RE)
		
	Mib3	
		
	Lab3	sfx(sfx_open_hihat)
		
	Mib3	
		
	Sib3	
		
	Mib3	sfx(SFX_DRUM_SHORT_RE)
		
	Si3	sfx(sfx_open_hihat)
		
		
		
Repeat(2),Mi2	-	sfx(SFX_DRUM_SHORT_RE)
		
	Si2	
		
	Lab3	sfx(sfx_open_hihat)
		
	Si2	
		
	Sib3	
		
	Si2	sfx(SFX_DRUM_SHORT_RE)
		
	Si3	sfx(sfx_open_hihat)
		
		
		
EndRepeat,-	-	-
